experiment_name,model_name,method,data_fraction,seed,f1_macro,accuracy,f1_negative,f1_neutral,f1_positive,trainable_params,peak_vram_gb,train_time_s,inference_latency_ms,fallback_rate,notes
lora_qwen1.7b_nfull_s43,Qwen/Qwen3-1.7B,lora,full,43,0.7045752798812774,0.6988505747126437,0.7269230769230769,0.6424418604651163,0.7443609022556391,6422528.0,8.722985984,170.4852,54.889373799884005,0.0,"PEFT lora sobre Qwen/Qwen3-1.7B, fracción=full, seed=43. r=16, lr=0.0002, max_steps=1150 (min_steps=80). best_val_F1=0.7020@step287. loss 0.5302275547997877->0.023177520738661497. n_train=1839, n_test=870."
lora_qwen4b_n500_s44,Qwen/Qwen3-4B,lora,500,44,0.6885422437836334,0.6919540229885057,0.7344262295081967,0.5688073394495413,0.7623931623931623,11796480.0,16.31569664,121.6948,66.3125063619462,0.0,"PEFT lora sobre Qwen/Qwen3-4B, fracción=500, seed=44. r=16, lr=0.0002, max_steps=315 (min_steps=80). best_val_F1=0.7153@step156. loss 0.6215970944135617->0.015905328285999786. n_train=500, n_test=870."
lora_qwen1.7b_nfull_s44,Qwen/Qwen3-1.7B,lora,full,44,0.6963008540535992,0.6942528735632184,0.7446043165467626,0.6151315789473685,0.7291666666666666,6422528.0,8.723149824,166.481,51.42753166064882,0.0,"PEFT lora sobre Qwen/Qwen3-1.7B, fracción=full, seed=44. r=16, lr=0.0002, max_steps=1150 (min_steps=80). best_val_F1=0.7312@step861. loss 0.5455705596179496->0.01928365355169316. n_train=1839, n_test=870."
lora_qwen4b_n1000_s42,Qwen/Qwen3-4B,lora,1000,42,0.6990029978815954,0.7,0.7614213197969543,0.5894736842105263,0.7461139896373057,11796480.0,16.756371456,165.3175,68.30712865319168,0.0,"PEFT lora sobre Qwen/Qwen3-4B, fracción=1000, seed=42. r=16, lr=0.0002, max_steps=625 (min_steps=80). best_val_F1=0.7109@step312. loss 0.4867260272686298->0.011128991078107785. n_train=1000, n_test=870."
lora_qwen4b_n1000_s43,Qwen/Qwen3-4B,lora,1000,43,0.6910675160554121,0.6885057471264368,0.7431506849315068,0.5855263157894737,0.7445255474452555,11796480.0,16.758464512,150.3317,65.48262510056558,0.0,"PEFT lora sobre Qwen/Qwen3-4B, fracción=1000, seed=43. r=16, lr=0.0002, max_steps=625 (min_steps=80). best_val_F1=0.7399@step625. loss 0.530949470324394->0.014031610427758632. n_train=1000, n_test=870."
lora_qwen4b_n1000_s44,Qwen/Qwen3-4B,lora,1000,44,0.7050283824259173,0.7045977011494253,0.7635135135135135,0.606473594548552,0.7450980392156863,11796480.0,16.520492544,150.4827,65.64667589733736,0.0,"PEFT lora sobre Qwen/Qwen3-4B, fracción=1000, seed=44. r=16, lr=0.0002, max_steps=625 (min_steps=80). best_val_F1=0.7087@step624. loss 0.4921402564415565->0.010315820192679381. n_train=1000, n_test=870."
qlora_qwen1.7b_nfull_s42,Qwen/Qwen3-1.7B,qlora,full,42,0.6810007740644918,0.6793103448275862,0.7311072056239016,0.5776293823038398,0.7342657342657343,6422528.0,4.934291968,409.1822,102.2025520521167,0.0,"PEFT qlora sobre Qwen/Qwen3-1.7B, fracción=full, seed=42. r=16, lr=0.0002, max_steps=1150 (min_steps=80). best_val_F1=0.6885@step861. loss 0.5329553690521559->0.02071583644853652. n_train=1839, n_test=870."
full_ft_qwen1.7b_nfull_s42,Qwen/Qwen3-1.7B,full_ft,full,42,0.6960955423386922,0.6919540229885057,0.7446043165467626,0.6,0.7436823104693141,1720574976.0,15.844741632,124.3417,32.83136119869979,0.0,"PEFT full_ft sobre Qwen/Qwen3-1.7B, fracción=full, seed=42. r=None, lr=1e-05, max_steps=1150 (min_steps=60). best_val_F1=0.7099@step574. loss 0.6345210058763883->0.16991338164964204. n_train=1839, n_test=870."
prompting_zeroshot_Qwen_Qwen3-4B,Qwen/Qwen3-4B,prompting_zeroshot,full,42,0.6330877441641455,0.6367816091954023,0.7523219814241486,0.5451713395638629,0.6017699115044248,0.0,2.838754304,0.0,86.38767190384625,0.0,Prompting prompting_zeroshot. k=0. Modelo: Qwen/Qwen3-4B (2205.8M params). Fallback: 0.0%. Tiempo total inferencia: 75.2s.
lora_qwen4b_nfull_s42,Qwen/Qwen3-4B,lora,full,42,0.7219585769659487,0.7218390804597701,0.7476979742173112,0.6372881355932203,0.7808896210873146,11796480.0,16.749821952,219.965,69.13602539223798,0.0,"PEFT lora sobre Qwen/Qwen3-4B, fracción=full, seed=42. r=16, lr=0.0002, max_steps=1150 (min_steps=80). best_val_F1=0.7240@step287. loss 0.45981526125598865->0.014398169434444415. n_train=1839, n_test=870."
prompting_fewshot_k4_Qwen_Qwen3-4B,Qwen/Qwen3-4B,prompting_fewshot_k4,full,42,0.6522459597615115,0.6494252873563219,0.7324478178368121,0.616580310880829,0.6077097505668935,0.0,2.871407616,0.0,86.25325754702348,0.0,Prompting prompting_fewshot_k4. k=4. Modelo: Qwen/Qwen3-4B (2205.8M params). Fallback: 0.0%. Tiempo total inferencia: 75.0s.
prompting_fewshot_k8_Qwen_Qwen3-4B,Qwen/Qwen3-4B,prompting_fewshot_k8,full,42,0.5900286227698627,0.5988505747126437,0.704,0.5966981132075472,0.4693877551020408,0.0,2.899107328,0.0,85.97091464807505,0.0,Prompting prompting_fewshot_k8. k=8. Modelo: Qwen/Qwen3-4B (2205.8M params). Fallback: 0.0%. Tiempo total inferencia: 74.8s.
prompting_fewshot_k16_Qwen_Qwen3-4B,Qwen/Qwen3-4B,prompting_fewshot_k16,full,42,0.6312232282492505,0.6264367816091954,0.6951672862453532,0.5837837837837838,0.6147186147186147,0.0,2.976776704,0.0,87.19471631700108,0.0,Prompting prompting_fewshot_k16. k=16. Modelo: Qwen/Qwen3-4B (2205.8M params). Fallback: 0.0%. Tiempo total inferencia: 75.9s.
lora_qwen4b_nfull_s43,Qwen/Qwen3-4B,lora,full,43,0.7178561181236948,0.7218390804597701,0.7735849056603774,0.6096654275092936,0.7703180212014135,11796480.0,16.714432512,215.5199,67.47036099662645,0.0,"PEFT lora sobre Qwen/Qwen3-4B, fracción=full, seed=43. r=16, lr=0.0002, max_steps=1150 (min_steps=80). best_val_F1=0.7174@step287. loss 0.4897526332310268->0.016025194307652917. n_train=1839, n_test=870."
lora_qwen4b_nfull_s44,Qwen/Qwen3-4B,lora,full,44,0.682395657367637,0.6793103448275862,0.7153024911032029,0.5912762520193862,0.740608228980322,11796480.0,16.75036672,217.3882,68.71644724487213,0.0,"PEFT lora sobre Qwen/Qwen3-4B, fracción=full, seed=44. r=16, lr=0.0002, max_steps=1150 (min_steps=80). best_val_F1=0.7156@step1148. loss 0.4768169017618957->0.012130263790436323. n_train=1839, n_test=870."
qlora_qwen4b_nfull_s42,Qwen/Qwen3-4B,qlora,full,42,0.7012167616334283,0.6977011494252874,0.7465277777777778,0.6089743589743589,0.7481481481481481,11796480.0,6.787254784,533.8893,131.9478659955948,0.0,"PEFT qlora sobre Qwen/Qwen3-4B, fracción=full, seed=42. r=16, lr=0.0002, max_steps=1150 (min_steps=80). best_val_F1=0.7161@step287. loss 0.4641876220703125->0.015314404557390911. n_train=1839, n_test=870."
